Name,File Path,Date,Subject,Place,Lat,Long,Posted?,Good?,,,
Image 5,640Pics\10-9-22\4,10/09/22,Alcatraz,Jeremiah O’Brien,37.831264,-122.425503,,,,,
Image 6,640Pics\10-9-22\4,10/09/22,Alcatraz,Jeremiah O’Brien,37.831264,-122.425503,,,,,
Image 7,640Pics\10-9-22\4,10/09/22,Alcatraz,Jeremiah O’Brien,37.831264,-122.425503,,,,,
Image 8,640Pics\10-9-22\4,10/09/22,Alcatraz,Jeremiah O’Brien,37.831264,-122.425503,,,,,
Image 9,640Pics\10-9-22\4,10/09/22,Alcatraz,Jeremiah O’Brien,37.831264,-122.425503,,,,,
Image 1,640Pics\10-9-22\5,10/09/22,Golden gate bridge,Jeremiah O’Brien,37.81068,-122.496358,,,,,
Image 2,640Pics\10-9-22\5,10/09/22,Golden gate bridge,Jeremiah O’Brien,37.818844,-122.488976,,,,,
Image 3,640Pics\10-9-22\5,10/09/22,Ft McDowell,Jeremiah O’Brien,37.858646,-122.411513,,,,,
Image 4,640Pics\10-9-22\5,10/09/22,Ft McDowell,Jeremiah O’Brien,37.858646,-122.411513,,,,,
Image 5,640Pics\10-9-22\5,10/09/22,United 777,Jeremiah O’Brien,37.868161,-122.4028,,,,,
Image 6,640Pics\10-9-22\5,10/09/22,United 777,Jeremiah O’Brien,37.868161,-122.4028,,,,,
Image 7,640Pics\10-9-22\5,10/09/22,Alcatraz,Jeremiah O’Brien,37.832077,-122.417736,,,,,
Image 8,640Pics\10-9-22\5,10/09/22,Jeremiah O’Brien engine room,Jeremiah O’Brien,37.830891,-122.416534,,,,,
Image 9,640Pics\10-9-22\5,10/09/22,Jeremiah O’Brien engine room,Jeremiah O’Brien,37.830891,-122.416534,,,,,
Image 10,640Pics\10-9-22\5,10/09/22,Jeremiah O’Brien engine room,Jeremiah O’Brien,37.830891,-122.416534,,,,,
Image 11,640Pics\10-9-22\5,10/09/22,Jeremiah O’Brien engine room,Jeremiah O’Brien,37.830891,-122.416534,,,,,
Image 12,640Pics\10-9-22\5,10/09/22,Jeremiah O’Brien engine room,Jeremiah O’Brien,37.830891,-122.416534,,,,,
Image 13,640Pics\10-9-22\5,10/09/22,Jeremiah O’Brien engine room,Jeremiah O’Brien,37.830891,-122.416534,,,,,
Image 14,640Pics\10-9-22\5,10/09/22,Jeremiah O’Brien engine room,Jeremiah O’Brien,37.830891,-122.416534,,TRUE,,,
Image 15,640Pics\10-9-22\5,10/09/22,Jeremiah O’Brien engine room,Jeremiah O’Brien,37.830891,-122.416534,,,,,
Image 16,640Pics\10-9-22\5,10/09/22,Jeremiah O’Brien engine room,Jeremiah O’Brien,37.830891,-122.416534,TRUE,TRUE,,,
Image 1,640Pics\10-9-22\6,10/09/22,Alcatraz,Jeremiah O’Brien,37.830891,-122.416534,,,,,
Image 2,640Pics\10-9-22\6,10/09/22,Alcatraz,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 3,640Pics\10-9-22\6,10/09/22,Alcatraz,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 4,640Pics\10-9-22\6,10/09/22,Alcatraz,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 5,640Pics\10-9-22\6,10/09/22,United 777,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 6,640Pics\10-9-22\6,10/09/22,United 777,Jeremiah O’Brien,37.826891,-122.406835,TRUE,TRUE,,,
Image 7,640Pics\10-9-22\6,10/09/22,United 777,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 8,640Pics\10-9-22\6,10/09/22,United 777,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 9,640Pics\10-9-22\6,10/09/22,?,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 10,640Pics\10-9-22\6,10/09/22,?,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 11,640Pics\10-9-22\6,10/09/22,?,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 12,640Pics\10-9-22\6,10/09/22,?,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 13,640Pics\10-9-22\6,10/09/22,?,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 14,640Pics\10-9-22\6,10/09/22,?,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 15,640Pics\10-9-22\6,10/09/22,San Francisco Belle,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 16,640Pics\10-9-22\6,10/09/22,San Francisco Belle,Jeremiah O’Brien,37.826891,-122.406835,,,,,
Image 1,640Pics\10-17-22,10/17/22,Neon in Akihabra,akihabara,35.700159,139.771614,,,,,
Image 2,640Pics\10-17-22,10/17/22,Neon in Akihabra,akihabara,35.700159,139.771614,,,,,
Image 3,640Pics\10-17-22,10/17/22,Neon in Akihabra,akihabara,35.700159,139.771614,,,,,
Image 4,640Pics\10-17-22,10/17/22,Lighter vending machine,akihabara,35.698266,139.770413,,,,,
Image 5,640Pics\10-17-22,10/17/22,Neon in Akihabra,akihabara,35.698652,139.770495,,,,,
Image 6,640Pics\10-17-22,10/17/22,Akihabra subway sign,Akihabra,35.70288,35.70288,,,,,
Image 1,640Pics\10-18-22,10/18/22,Cable Car,Nishiki Market,35.005001,135.762855,,,,,
Image 2,640Pics\10-18-22,10/18/22,woman cooking shrimp,Nishiki Market,35.005014,135.763077,,,,,
Image 3,640Pics\10-18-22,10/18/22,Fish,Nishiki Market,35.005019,135.764331,,,,,
Image 4,640Pics\10-18-22,10/18/22,Tanooki,Nishiki Market,35.005069,135.765632,,,,,
Image 5,640Pics\10-18-22,10/18/22,Fish,Nishiki Market,35.005034,135.766061,,,,,
Image 6,640Pics\10-18-22,10/18/22,Nishiki Market,Nishiki Market,35.00503,135.766318,,,,,
Image 1,640Pics\10-19-22,10/19/22,Nishiki Market,Nishiki Market,35.00503,135.766318,,,,,
Image 2,640Pics\10-19-22,10/19/22,Nishiki Market,Nishiki Market,35.00503,135.766318,,,,,
Image 3,640Pics\10-19-22,10/19/22,Alley,Kyoto,35.004881,135.768141,,,,,
Image 4,640Pics\10-19-22,10/19/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998547,135.778798,,,,,
Image 5,640Pics\10-19-22,10/19/22,Got someone to take my picture,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 6,640Pics\10-19-22,10/19/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 7,640Pics\10-19-22,10/19/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 8,640Pics\10-19-22,10/19/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 9,640Pics\10-19-22,10/19/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 10,640Pics\10-19-22,10/19/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 11,640Pics\10-19-22,10/19/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 12,640Pics\10-19-22,10/19/22,Tiny street,Kyoto,34.998018,135.780816,,,,,
Image 13,640Pics\10-19-22,10/19/22,Tiny street,Kyoto,34.998018,135.780816,,,,,
Image 14,640Pics\10-19-22,10/19/22,Tiny street,Kyoto,34.99815,135.780876,,,,,
Image 15,640Pics\10-19-22,10/19/22,Tiny street,Kyoto,34.998418,135.780822,,,,,
Image 16,640Pics\10-19-22,10/19/22,Tiny street,Kyoto,34.998418,135.780822,,,,,
Image 1,640Pics\10-20-22\1,10/20/22,"Eizan Electric Railway Kurama Line, empty car",Kyoto,35.081687,135.76348,,,,,
Image 2,640Pics\10-20-22\1,10/20/22,"Eizan Electric Railway Kurama Line, empty car",Kyoto,35.083829,135.762364,,,,,
Image 3,640Pics\10-20-22\1,10/20/22,??????,Kurama train station,35.11307,135.772658,,,,,
Image 4,640Pics\10-20-22\1,10/20/22,Steps,Kurama-dera temple,35.114388,135.772741,,,,,
Image 5,640Pics\10-20-22\1,10/20/22,Tahoto pagoda ,Kurama-dera,35.116547,135.772816,,,,,
Image 6,640Pics\10-20-22\1,10/20/22,Tenborindo,Kurama-dera,35.117609,135.771229,,,,,
Image 7,640Pics\10-20-22\1,10/20/22,Guy painting lantern,Kurama-dera,35.117609,135.771229,,,,,
Image 8,640Pics\10-20-22\1,10/20/22,Temple,Kurama-dera,35.118145,135.771171,,,,,
Image 9,640Pics\10-20-22\1,10/20/22,temple,Kurama-dera,35.117836,135.770593,,,,,
Image 10,640Pics\10-20-22\1,10/20/22,temple,Kurama-dera,35.117814,135.770711,,,,,
Image 11,640Pics\10-20-22\1,10/20/22,temple,Kurama-dera,35.117928,135.770544,,,,,
Image 12,640Pics\10-20-22\1,10/20/22,Office,Kurama-dera,35.117963,135.770459,,,,,
Image 13,640Pics\10-20-22\1,10/20/22,Belfry,Kurama-dera,35.1183,135.770362,,,,,
Image 14,640Pics\10-20-22\1,10/20/22,Belfry detail,Kurama-dera,35.1183,135.770362,,,,,
Image 15,640Pics\10-20-22\1,10/20/22,temple,Kurama-dera,35.118032,135.770517,,,,,
Image 16,640Pics\10-20-22\1,10/20/22,temple,Kurama-dera,35.117953,135.771048,,,,,
Image 1,640Pics\10-20-22\2,10/20/22,Shrine,Kurama-dera,35.116688,135.771844,,,,,
Image 2,640Pics\10-20-22\2,10/20/22,Yuki shrine,Kurama-dera,35.11587,135.771767,,,,,
Image 3,640Pics\10-20-22\2,10/20/22,,Kyoto international conference center,35.060124,135.7825,,,,,
Image 4,640Pics\10-20-22\2,10/20/22,,Kyoto international conference center,35.060124,135.7825,,,,,
Image 5,640Pics\10-20-22\2,10/20/22,,Kyoto international conference center,35.0604,135.782629,,,,,
Image 6,640Pics\10-20-22\2,10/20/22,Swan,Kyoto international conference center,35.060528,135.782656,,,,,
Image 7,640Pics\10-20-22\2,10/20/22,Swan,Kyoto international conference center,35.060528,135.782656,,,,,
Image 8,640Pics\10-20-22\2,10/20/22,Roscon,Kyoto international conference center,35.062848,135.78412,,,,,
Image 9,640Pics\10-20-22\2,10/20/22,Roscon,Kyoto international conference center,35.062848,135.78412,,,,,
Image 10,640Pics\10-20-22\2,10/20/22,Roscon,Kyoto international conference center,35.062848,135.78412,,,,,
Image 11,640Pics\10-20-22\2,10/20/22,Roscon,Kyoto international conference center,35.062848,135.78412,,,,,
Image 12,640Pics\10-20-22\2,10/20/22,Roscon,Kyoto international conference center,35.062848,135.78412,,,,,
Image 13,640Pics\10-20-22\2,10/20/22,Roscon,Kyoto international conference center,35.062848,135.78412,,,,,
Image 14,640Pics\10-20-22\2,10/20/22,Roscon,Kyoto international conference center,35.062848,135.78412,,,,,
Image 15,640Pics\10-20-22\2,10/20/22,Roscon,Kyoto international conference center,35.062848,135.78412,,,,,
Image 16,640Pics\10-20-22\2,10/20/22,Roscon,Kyoto international conference center,35.062848,135.78412,,,,,
Image 1,640Pics\10-22-22\1,10/21/22,Pagoda,Toji temple,34.98127,135.74808,,,,,
Image 2,640Pics\10-22-22\1,10/21/22,Pagoda,Toji temple,34.98127,135.74808,,,,,
Image 3,640Pics\10-22-22\1,10/21/22,Pagoda,Toji temple,34.98127,135.74808,,,,,
Image 4,640Pics\10-22-22\1,10/21/22,Bird in the river,Kyoto international conference center,35.062741,135.782808,,,,,
Image 1,640Pics\10-22-22\1,10/22/22,Tanooki,Nishiki Market,35.005069,135.765632,,,,,
Image 2,640Pics\10-22-22\1,10/22/22,Tanooki,Nishiki Market,35.005069,135.765632,,,,,
Image 3,640Pics\10-22-22\1,10/22/22,Templ in a mall,Nishiki Market,35.005027,135.766854,,,,,
Image 4,640Pics\10-22-22\1,10/22/22,Hozoji Temple,Kyoto,35.00633,135.768295,,,,,
Image 5,640Pics\10-22-22\1,10/22/22,Hozoji Temple,Kyoto,35.00633,135.768295,,,,,
Image 6,640Pics\10-22-22\1,10/22/22,Hozoji Temple,Kyoto,35.00633,135.768295,,,,,
Image 7,640Pics\10-22-22\1,10/22/22,Hozoji Temple,Kyoto,35.00633,135.768295,,,,,
Image 1,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 2,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 3,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 4,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 5,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 6,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 7,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 8,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 9,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 10,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 11,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 12,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 13,640Pics\10-23-22\1,10/23/22,Boats/long lens/failure,Katsura River,35.013275,135.673047,,,,,
Image 1,640Pics\10-23-22\2,10/23/22,Arashiyama Bamboo Forest,Arashiyama Bamboo Forest,35.017288,135.674589,,,,,
Image 2,640Pics\10-23-22\2,10/23/22,Arashiyama Bamboo Forest,Arashiyama Bamboo Forest,35.017288,135.674589,,,,,
Image 3,640Pics\10-23-22\2,10/23/22,Arashiyama Bamboo Forest,Arashiyama Bamboo Forest,35.017288,135.674589,,,,,
Image 4,640Pics\10-23-22\2,10/23/22,Arashiyama Bamboo Forest,Arashiyama Bamboo Forest,35.017288,135.674589,,,,,
Image 5,640Pics\10-23-22\2,10/23/22,Arashiyama Bamboo Forest,Arashiyama Bamboo Forest,35.017288,135.674589,,,,,
Image 6,640Pics\10-23-22\2,10/23/22,Kameyama Park,Jibutsu-Do Shrine,35.014673,135.67123,,,,,
Image 7,640Pics\10-23-22\2,10/23/22,Kameyama Park,Jibutsu-Do Shrine,35.014673,135.67123,,,,,
Image 8,640Pics\10-23-22\2,10/23/22,People on beach,Katsura River,35.013252,135.674176,,,,,
Image 9,640Pics\10-23-22\2,10/23/22,Boat,Katsura River,35.013184,135.675141,,,,,
Image 10,640Pics\10-23-22\2,10/23/22,Boat,Katsura River,35.013184,135.675141,,,,,
Image 11,640Pics\10-23-22\2,10/23/22,Picture of a family?,Katsura River,35.013184,135.675141,,,,,
Image 1,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 2,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 3,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 4,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 5,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 6,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 7,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 8,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 9,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 10,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 11,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 12,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 13,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 14,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 15,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 16,640Pics\10-23-22\3,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 1,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 2,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 3,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 4,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 5,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 6,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 7,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 8,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 9,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 10,640Pics\10-23-22\4,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 1,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 2,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 3,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 4,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 5,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 6,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 7,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 8,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 9,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 10,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 11,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 12,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 13,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 14,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 15,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 16,640Pics\10-23-22\5,10/23/22,Monkeys with long lens,Dendengu shrine / Horinji Temple,35.009493,135.678378,,,,,
Image 1,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 2,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 3,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 4,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 5,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 6,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 7,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 8,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 9,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 10,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 11,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 12,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 13,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 14,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 15,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 16,640Pics\10-22-22\2,10/22/22,Hokan-ji pagoda ,Hokan-ji pagoda ,34.998142,135.780084,,,,,
Image 1,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 2,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 3,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 4,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 5,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 6,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 7,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 8,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 9,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 10,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 11,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 12,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 13,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 14,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 15,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 16,640Pics\10-25-22,10/25/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 1,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 2,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 3,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 4,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 5,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 6,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 7,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 8,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 9,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 10,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 11,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 12,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 13,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 14,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 15,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 16,640Pics\10-26-22,10/26/22,Testing long lens,Outside the hotel,35.006182,135.763997,,,,,
Image 1,640Pics\10-28-22,10/28/22,Night in Dotonbori,Dotonbori at night,34.667661,135.495746,,,,,
Image 2,640Pics\10-28-22,10/28/22,Night in Dotonbori,Dotonbori at night,34.667661,135.495746,,,,,
Image 3,640Pics\10-28-22,10/28/22,Glico sign,Dotonbori at night,34.669158,135.49946,,,,,
Image 4,640Pics\10-28-22,10/28/22,Glico Sign,Dotonbori,34.669149,135.501,,,,,
Image 5,640Pics\10-28-22,10/28/22,Glico Sign,Dotonbori,34.669118,135.499303,,,,,
Image 6,640Pics\10-28-22,10/28/22,Night in Dotonbori,Dotonbori,34.66904,135.500157,,,,,
Image 7,640Pics\10-28-22,10/28/22,Night in Dotonbori,Dotonbori,34.66904,135.500157,,,,,
Image 8,640Pics\10-28-22,10/28/22,Band playing under glico sign,Dotonbori,34.669123,135.500812,,,,,
Image 9,640Pics\10-28-22,10/28/22,Sign,Dotonbori,34.669137,135.500592,,,,,
Image 10,640Pics\10-28-22,10/28/22,Band playing under glico sign,Dotonbori,34.669137,135.500592,,,,,
Image 11,640Pics\10-28-22,10/28/22,Band playing under glico sign,Dotonbori,34.669137,135.500592,,,,,
Image 12,640Pics\10-28-22,10/28/22,Band playing under glico sign,Dotonbori,34.669137,135.500592,,,,,
Image 13,640Pics\10-28-22,10/28/22,Band playing under glico sign,Dotonbori,34.669137,135.500592,,,,,
Image 1,640Pics\10-29-22\1,10/29/22,Octopus,Dotonbori,34.668702,135.503936,,,,,
Image 2,640Pics\10-29-22\1,10/29/22,Tsutenkaku,Osaka,34.656164,135.5074,,,,,
Image 3,640Pics\10-29-22\1,10/29/22,Tsutenkaku,Osaka,34.656164,135.5074,,,,,
Image 4,640Pics\10-29-22\1,10/29/22,Tsutenkaku,Osaka,34.656164,135.5074,,,,,
Image 5,640Pics\10-29-22\1,10/29/22,Stickers in an alley,Dotonbori,34.667967,135.505903,,,,,
Image 1,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
